customer_id,customer_name,segment,country,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster,Cluster_Label
BW-11110,Bart Watters,Corporate,United States,55,35,30446.16,3,5,5,355,Loyal Customers,0,High-Value Customers
BW-11200,Ben Wallace,Consumer,France,41,26,11660.66,3,5,4,354,Loyal Customers,2,Mid-Value Active
BW-1200,Ben Wallace,Consumer,Sudan,134,4,3105.82,2,1,2,212,Lost Customers,1,Low-Value Occasional
CA-11965,Carol Adams,Corporate,Japan,19,24,20973.91,4,4,5,445,Champions,0,High-Value Customers
CA-12055,Cathy Armstrong,Home Office,Germany,14,22,10615.95,4,4,4,444,Champions,2,Mid-Value Active
CA-12265,Christina Anderson,Consumer,United Kingdom,35,29,18361.1,3,5,5,355,Loyal Customers,0,High-Value Customers
CA-12310,Christine Abelman,Corporate,France,14,20,7040.12,4,3,3,433,Loyal Customers,2,Mid-Value Active
CA-12775,Cynthia Arntzen,Consumer,India,94,24,18234.64,2,4,5,245,At Risk,0,High-Value Customers
CA-1965,Carol Adams,Corporate,Romania,128,7,2872.41,2,2,2,222,Lost Customers,1,Low-Value Occasional
CA-2055,Cathy Armstrong,Home Office,Canada,259,3,1581.39,1,1,2,112,Lost Customers,1,Low-Value Occasional
CA-2265,Christina Anderson,Consumer,Bulgaria,106,7,3364.64,2,2,3,223,Hibernating,1,Low-Value Occasional
CA-2310,Christine Abelman,Corporate,Iraq,337,4,631.26,1,1,1,111,Lost Customers,3,Inactive/Churned
CA-2775,Cynthia Arntzen,Consumer,South Africa,310,4,1462.89,1,1,2,112,Lost Customers,3,Inactive/Churned
CB-12025,Cassandra Brandow,Consumer,Indonesia,10,22,11493.51,5,4,4,544,Champions,2,Mid-Value Active
CB-12415,Christy Brittain,Consumer,United States,27,22,12672.01,4,4,4,444,Champions,2,Mid-Value Active
CB-12535,Claudia Bergmann,Corporate,Italy,43,23,17866.11,3,4,5,345,Loyal Customers,0,High-Value Customers
CB-2025,Cassandra Brandow,Consumer,Poland,23,4,1828.11,4,1,2,412,New Customers,1,Low-Value Occasional
CB-2415,Christy Brittain,Consumer,Iraq,517,4,1232.57,1,1,1,111,Lost Customers,3,Inactive/Churned
CB-2535,Claudia Bergmann,Corporate,Nigeria,8,2,125.64,5,1,1,511,New Customers,1,Low-Value Occasional
CC-12100,Chad Cunningham,Home Office,Mexico,52,22,11423.05,3,4,4,344,Loyal Customers,2,Mid-Value Active
CC-12145,Charles Crestani,Consumer,Germany,83,20,12129.59,2,3,4,234,At Risk,2,Mid-Value Active
CC-12220,Chris Cortes,Consumer,United States,21,30,7090.49,4,5,3,453,Loyal Customers,2,Mid-Value Active
CC-12370,Christopher Conant,Consumer,United States,44,28,28183.49,3,5,5,355,Loyal Customers,0,High-Value Customers
CC-12430,Chuck Clark,Home Office,Mexico,1,26,13676.43,5,5,4,554,Champions,2,Mid-Value Active
CC-12475,Cindy Chapman,Consumer,India,17,30,17111.17,4,5,5,455,Champions,0,High-Value Customers
CC-12550,Clay Cheatham,Consumer,Australia,30,23,7868.110000000001,3,4,3,343,Loyal Customers,2,Mid-Value Active
CC-12610,Corey Catlett,Corporate,Germany,17,26,16728.18,4,5,5,455,Champions,0,High-Value Customers
CC-12670,Craig Carreira,Consumer,Italy,17,27,9519.77,4,5,3,453,Loyal Customers,2,Mid-Value Active
CC-12685,Craig Carroll,Consumer,India,55,20,12745.99,3,3,4,334,Loyal Customers,2,Mid-Value Active
CC-2100,Chad Cunningham,Home Office,Algeria,61,5,956.39,2,1,1,211,Lost Customers,1,Low-Value Occasional
CC-2145,Charles Crestani,Consumer,Kenya,505,6,1126.89,1,2,1,121,Lost Customers,3,Inactive/Churned
CC-2220,Chris Cortes,Consumer,Canada,22,11,4126.31,4,3,3,433,Loyal Customers,1,Low-Value Occasional
CC-2370,Christopher Conant,Consumer,Russia,7,9,6957.2300000000005,5,3,3,533,Loyal Customers,1,Low-Value Occasional
CC-2430,Chuck Clark,Home Office,Iran,472,2,998.4,1,1,1,111,Lost Customers,3,Inactive/Churned
CC-2475,Cindy Chapman,Consumer,Mozambique,56,7,3674.96,2,2,3,223,Hibernating,1,Low-Value Occasional
CC-2550,Clay Cheatham,Consumer,Ukraine,783,4,1423.4,1,1,2,112,Lost Customers,3,Inactive/Churned
CC-2610,Corey Catlett,Corporate,Poland,345,3,760.98,1,1,1,111,Lost Customers,3,Inactive/Churned
CC-2670,Craig Carreira,Consumer,Lebanon,147,4,1479.79,1,1,2,112,Lost Customers,1,Low-Value Occasional
CC-2685,Craig Carroll,Consumer,South Africa,132,5,3997.0,2,1,3,213,Others,1,Low-Value Occasional
CD-11920,Carlos Daly,Consumer,United States,3,25,18233.48,5,4,5,545,Champions,0,High-Value Customers
CD-11980,Carol Darley,Consumer,France,2,23,11805.1,5,4,4,544,Champions,2,Mid-Value Active
CD-12280,Christina DeMoss,Consumer,Australia,42,22,16518.06,3,4,5,345,Loyal Customers,0,High-Value Customers
CD-12790,Cynthia Delaney,Home Office,Germany,77,22,12917.75,2,4,4,244,At Risk,2,Mid-Value Active
CD-1920,Carlos Daly,Consumer,South Africa,315,4,1821.22,1,1,2,112,Lost Customers,3,Inactive/Churned
CD-1980,Carol Darley,Consumer,Madagascar,7,6,1364.4,5,2,2,522,New Customers,1,Low-Value Occasional
CD-2280,Christina DeMoss,Consumer,Ukraine,13,6,1185.61,5,2,1,521,New Customers,1,Low-Value Occasional
CD-2790,Cynthia Delaney,Home Office,South Africa,134,5,992.93,2,1,1,211,Lost Customers,1,Low-Value Occasional
CG-12040,Catherine Glotzbach,Home Office,New Zealand,22,17,3514.21,4,3,3,433,Loyal Customers,1,Low-Value Occasional
CG-12520,Claire Gute,Consumer,Australia,29,18,13530.86,4,3,4,434,Loyal Customers,2,Mid-Value Active
CG-2040,Catherine Glotzbach,Home Office,Turkey,499,2,449.5,1,1,1,111,Lost Customers,3,Inactive/Churned
CG-2520,Claire Gute,Consumer,Romania,216,5,1096.8,1,1,1,111,Lost Customers,1,Low-Value Occasional
CH-12070,Cathy Hwang,Home Office,France,90,21,11092.65,2,4,4,244,At Risk,2,Mid-Value Active
CH-2070,Cathy Hwang,Home Office,Iran,307,6,4478.74,1,2,3,123,Hibernating,3,Inactive/Churned
CJ-11875,Carl Jackson,Corporate,Australia,14,21,12462.31,4,4,4,444,Champions,2,Mid-Value Active
CJ-12010,Caroline Jumper,Consumer,China,34,24,19271.04,3,4,5,345,Loyal Customers,0,High-Value Customers
CJ-1875,Carl Jackson,Corporate,Turkey,33,6,1391.96,3,2,2,322,Potential Loyalists,1,Low-Value Occasional
CJ-2010,Caroline Jumper,Consumer,Morocco,47,2,170.34,3,1,1,311,Others,1,Low-Value Occasional
CK-12205,Chloris Kastensmidt,Consumer,Italy,5,35,13466.47,5,5,4,554,Champions,0,High-Value Customers
CK-12325,Christine Kargatis,Home Office,United States,62,26,9890.16,2,5,4,254,At Risk,2,Mid-Value Active
CK-12595,Clytie Kelty,Consumer,New Zealand,44,30,16406.47,3,5,5,355,Loyal Customers,0,High-Value Customers
CK-12760,Cyma Kinney,Corporate,France,58,23,6536.86,2,4,3,243,At Risk,2,Mid-Value Active
CK-2205,Chloris Kastensmidt,Consumer,Turkey,94,4,925.07,2,1,1,211,Lost Customers,1,Low-Value Occasional
CK-2325,Christine Kargatis,Home Office,Iraq,1,7,3108.24,5,2,2,522,New Customers,1,Low-Value Occasional
CK-2595,Clytie Kelty,Consumer,Iran,216,3,662.28,1,1,1,111,Lost Customers,1,Low-Value Occasional
CK-2760,Cyma Kinney,Corporate,Senegal,38,11,3978.18,3,3,3,333,Loyal Customers,1,Low-Value Occasional
CL-11890,Carl Ludwig,Consumer,Brazil,14,29,17569.9,4,5,5,455,Champions,0,High-Value Customers
CL-12565,Clay Ludtke,Consumer,United States,6,29,16891.6,5,5,5,555,Champions,0,High-Value Customers
CL-12700,Craig Leslie,Home Office,India,9,31,17844.22,5,5,5,555,Champions,0,High-Value Customers
CL-1890,Carl Ludwig,Consumer,Cameroon,93,9,502.61,2,3,1,231,At Risk,1,Low-Value Occasional
CL-2565,Clay Ludtke,Consumer,Algeria,43,6,2730.02,3,2,2,322,Potential Loyalists,1,Low-Value Occasional
CL-2700,Craig Leslie,Home Office,Cote d'Ivoire,142,3,1422.29,2,1,2,212,Lost Customers,1,Low-Value Occasional
CM-11815,Candace McMahon,Corporate,Pakistan,41,22,14285.82,3,4,5,345,Loyal Customers,2,Mid-Value Active
CM-11830,Cari MacIntyre,Corporate,France,7,24,16795.63,5,4,5,545,Champions,0,High-Value Customers
CM-11935,Carlos Meador,Consumer,China,37,18,9658.84,3,3,3,333,Loyal Customers,2,Mid-Value Active
CM-12115,Chad McGuire,Consumer,Australia,9,19,14640.32,5,3,5,535,Loyal Customers,2,Mid-Value Active
CM-12160,Charles McCrossin,Consumer,Nicaragua,71,24,17857.25,2,4,5,245,At Risk,0,High-Value Customers
CM-12190,Charlotte Melton,Consumer,France,1,25,11327.94,5,4,4,544,Champions,2,Mid-Value Active
CM-12235,Chris McAfee,Consumer,United States,43,22,11328.35,3,4,4,344,Loyal Customers,2,Mid-Value Active
CM-12385,Christopher Martinez,Consumer,United States,38,25,21844.81,3,4,5,345,Loyal Customers,0,High-Value Customers
CM-12445,Chuck Magee,Consumer,Australia,16,25,11945.2,4,4,4,444,Champions,2,Mid-Value Active
CM-12655,Corinna Mitchell,Home Office,France,28,18,14159.51,4,3,5,435,Loyal Customers,2,Mid-Value Active
CM-12715,Craig Molinari,Corporate,Mexico,42,18,8328.09,3,3,3,333,Loyal Customers,2,Mid-Value Active
CM-1815,Candace McMahon,Corporate,Tanzania,62,5,431.87,2,1,1,211,Lost Customers,1,Low-Value Occasional
CM-1830,Cari MacIntyre,Corporate,South Africa,114,12,4708.9,2,3,3,233,At Risk,1,Low-Value Occasional
CM-1935,Carlos Meador,Consumer,Zambia,49,4,426.57,3,1,1,311,Others,1,Low-Value Occasional
CM-2115,Chad McGuire,Consumer,Egypt,226,2,1901.58,1,1,2,112,Lost Customers,1,Low-Value Occasional
CM-2160,Charles McCrossin,Consumer,Egypt,125,3,2175.93,2,1,2,212,Lost Customers,1,Low-Value Occasional
CM-2190,Charlotte Melton,Consumer,Mauritania,153,4,1448.34,1,1,2,112,Lost Customers,1,Low-Value Occasional
CM-2235,Chris McAfee,Consumer,Turkey,564,2,200.91000000000005,1,1,1,111,Lost Customers,3,Inactive/Churned
CM-2385,Christopher Martinez,Consumer,Mozambique,575,2,491.94,1,1,1,111,Lost Customers,3,Inactive/Churned
CM-2445,Chuck Magee,Consumer,Czech Republic,349,4,1741.58,1,1,2,112,Lost Customers,3,Inactive/Churned
CM-2655,Corinna Mitchell,Home Office,Bulgaria,51,10,1311.8,3,3,1,331,Need Attention,1,Low-Value Occasional
CM-2715,Craig Molinari,Corporate,Romania,118,6,2820.39,2,2,2,222,Lost Customers,1,Low-Value Occasional
CP-12085,Cathy Prescott,Corporate,United States,70,22,14148.73,2,4,5,245,At Risk,2,Mid-Value Active
CP-12340,Christine Phan,Corporate,India,9,29,19965.17,5,5,5,555,Champions,0,High-Value Customers
CP-2085,Cathy Prescott,Corporate,South Africa,143,8,5524.95,2,3,3,233,At Risk,1,Low-Value Occasional
CP-2340,Christine Phan,Corporate,Morocco,464,4,5036.4,1,1,3,113,Others,3,Inactive/Churned
CR-12580,Clay Rozendal,Home Office,United States,23,19,8608.67,4,3,3,433,Loyal Customers,2,Mid-Value Active
CR-12625,Corey Roper,Home Office,Australia,44,27,17202.96,3,5,5,355,Loyal Customers,0,High-Value Customers
CR-12730,Craig Reiter,Consumer,Australia,23,24,19477.01,4,4,5,445,Champions,0,High-Value Customers
CR-12820,Cyra Reiten,Home Office,India,61,22,14329.07,2,4,5,245,At Risk,2,Mid-Value Active
CR-2580,Clay Rozendal,Home Office,Egypt,35,4,3037.31,3,1,2,312,Potential Loyalists,1,Low-Value Occasional
CR-2625,Corey Roper,Home Office,Russia,140,9,4994.36,2,3,3,233,At Risk,1,Low-Value Occasional
CR-2730,Craig Reiter,Consumer,Egypt,85,8,1160.88,2,3,1,231,At Risk,1,Low-Value Occasional
CR-2820,Cyra Reiten,Home Office,Algeria,56,7,1168.11,2,2,1,221,Lost Customers,1,Low-Value Occasional
CS-11845,Cari Sayre,Corporate,India,16,23,20402.25,4,4,5,445,Champions,0,High-Value Customers
CS-11860,Cari Schnelling,Consumer,Austria,78,16,10208.79,2,3,4,234,At Risk,2,Mid-Value Active
CS-11950,Carlos Soltero,Consumer,Sweden,26,29,14111.06,4,5,5,455,Champions,0,High-Value Customers
CS-12130,Chad Sievert,Consumer,Australia,12,21,10870.51,5,4,4,544,Champions,2,Mid-Value Active
CS-12175,Charles Sheldon,Corporate,Thailand,61,27,16618.26,2,5,5,255,At Risk,0,High-Value Customers
CS-12250,Chris Selesnick,Corporate,United States,27,28,12250.14,4,5,4,454,Champions,2,Mid-Value Active
CS-12355,Christine Sundaresam,Consumer,Australia,7,30,9153.6,5,5,3,553,Loyal Customers,2,Mid-Value Active
CS-12400,Christopher Schild,Home Office,Colombia,2,22,10210.77,5,4,4,544,Champions,2,Mid-Value Active
CS-12460,Chuck Sachs,Consumer,Bangladesh,7,23,19883.48,5,4,5,545,Champions,0,High-Value Customers
CS-12490,Cindy Schnelling,Corporate,Mexico,3,28,11039.75,5,5,4,554,Champions,2,Mid-Value Active
CS-12505,Cindy Stewart,Consumer,United States,28,16,11496.2,4,3,4,434,Loyal Customers,2,Mid-Value Active
CS-1845,Cari Sayre,Corporate,Turkey,25,7,1537.15,4,2,2,422,New Customers,1,Low-Value Occasional
CS-1860,Cari Schnelling,Consumer,Bulgaria,51,8,1567.75,3,3,2,332,Potential Loyalists,1,Low-Value Occasional
CS-1950,Carlos Soltero,Consumer,Tanzania,136,4,698.65,2,1,1,211,Lost Customers,1,Low-Value Occasional
CS-2130,Chad Sievert,Consumer,Turkey,306,3,1342.04,1,1,2,112,Lost Customers,3,Inactive/Churned
CS-2175,Charles Sheldon,Corporate,Tanzania,58,4,3300.74,2,1,3,213,Others,1,Low-Value Occasional
CS-2250,Chris Selesnick,Corporate,Libya,3,3,1894.2,5,1,2,512,New Customers,1,Low-Value Occasional
CS-2355,Christine Sundaresam,Consumer,South Africa,56,9,1283.14,2,3,1,231,At Risk,1,Low-Value Occasional
CS-2400,Christopher Schild,Home Office,Djibouti,12,5,2293.17,5,1,2,512,New Customers,1,Low-Value Occasional
CS-2460,Chuck Sachs,Consumer,Sudan,339,7,2621.98,1,2,2,122,Lost Customers,3,Inactive/Churned
CS-2490,Cindy Schnelling,Corporate,Iraq,170,3,1638.51,1,1,2,112,Lost Customers,1,Low-Value Occasional
CS-2505,Cindy Stewart,Consumer,Mozambique,51,6,1869.54,3,2,2,322,Potential Loyalists,1,Low-Value Occasional
CT-11995,Carol Triggs,Consumer,Japan,29,26,13438.78,4,5,4,454,Champions,2,Mid-Value Active
CT-1995,Carol Triggs,Consumer,Ukraine,784,2,422.78,1,1,1,111,Lost Customers,3,Inactive/Churned
CV-12295,Christina VanderZanden,Consumer,Dominican Republic,40,20,9017.33,3,3,3,333,Loyal Customers,2,Mid-Value Active
CV-12805,Cynthia Voltz,Corporate,Japan,5,20,9732.43,5,3,4,534,Loyal Customers,2,Mid-Value Active
CV-2295,Christina VanderZanden,Consumer,Kazakhstan,86,8,1231.91,2,3,1,231,At Risk,1,Low-Value Occasional
CV-2805,Cynthia Voltz,Corporate,Lesotho,258,7,5047.09,1,2,3,123,Hibernating,1,Low-Value Occasional
CW-11905,Carl Weiss,Home Office,United Kingdom,9,24,12831.81,5,4,4,544,Champions,2,Mid-Value Active
CW-1905,Carl Weiss,Home Office,Lebanon,385,4,1436.31,1,1,2,112,Lost Customers,3,Inactive/Churned
CY-12745,Craig Yedwab,Corporate,Mexico,61,30,13884.53,2,5,4,254,At Risk,0,High-Value Customers
CY-2745,Craig Yedwab,Corporate,Morocco,493,4,285.89,1,1,1,111,Lost Customers,3,Inactive/Churned
Co-12640,Corey-Lock,Consumer,Venezuela,5,24,12062.73,5,4,4,544,Champions,2,Mid-Value Active
Co-2640,Corey-Lock,Consumer,Morocco,1092,3,733.34,1,1,1,111,Lost Customers,3,Inactive/Churned
DA-13450,Dianna Arnett,Home Office,Honduras,14,21,12888.69,4,4,4,444,Champions,2,Mid-Value Active
DA-3450,Dianna Arnett,Home Office,Democratic Republic of the Congo,15,4,2181.72,4,1,2,412,New Customers,1,Low-Value Occasional
DB-12910,Daniel Byrd,Home Office,United Kingdom,3,24,12280.34,5,4,4,544,Champions,2,Mid-Value Active
DB-12970,Darren Budd,Corporate,France,218,10,9149.59,1,3,3,133,At Risk,1,Low-Value Occasional
DB-13060,Dave Brooks,Consumer,Australia,17,25,23356.09,4,4,5,445,Champions,0,High-Value Customers
DB-13120,David Bremer,Corporate,United States,29,13,5524.51,4,3,3,433,Loyal Customers,1,Low-Value Occasional
DB-13210,Dean Braden,Consumer,United Kingdom,8,25,13654.98,5,4,4,544,Champions,2,Mid-Value Active
DB-13270,Deborah Brumfield,Home Office,United States,10,23,11525.52,5,4,4,544,Champions,2,Mid-Value Active
DB-13360,Dennis Bolton,Home Office,Brazil,48,28,6905.05,3,5,3,353,Loyal Customers,2,Mid-Value Active
DB-13405,Denny Blanton,Consumer,China,188,23,15940.56,1,4,5,145,At Risk,2,Mid-Value Active
DB-13555,Dorothy Badders,Corporate,United States,37,18,9287.28,3,3,3,333,Loyal Customers,2,Mid-Value Active
DB-13615,Doug Bickford,Consumer,United States,28,28,9983.9,4,5,4,454,Champions,2,Mid-Value Active
DB-13660,Duane Benoit,Consumer,France,31,16,11343.15,3,3,4,334,Loyal Customers,2,Mid-Value Active
DB-2910,Daniel Byrd,Home Office,Zambia,55,7,2959.44,3,2,2,322,Potential Loyalists,1,Low-Value Occasional
DB-2970,Darren Budd,Corporate,Cameroon,58,4,471.0,2,1,1,211,Lost Customers,1,Low-Value Occasional
DB-3060,Dave Brooks,Consumer,Iraq,9,7,1922.27,5,2,2,522,New Customers,1,Low-Value Occasional
DB-3120,David Bremer,Corporate,Canada,359,4,658.0400000000001,1,1,1,111,Lost Customers,3,Inactive/Churned
DB-3210,Dean Braden,Consumer,Egypt,583,6,342.24,1,2,1,121,Lost Customers,3,Inactive/Churned
DB-3270,Deborah Brumfield,Home Office,Algeria,49,2,877.4399999999999,3,1,1,311,Others,1,Low-Value Occasional
DB-3360,Dennis Bolton,Home Office,Zambia,435,2,3691.53,1,1,3,113,Others,3,Inactive/Churned
DB-3405,Denny Blanton,Consumer,Romania,558,2,548.68,1,1,1,111,Lost Customers,3,Inactive/Churned
DB-3555,Dorothy Badders,Corporate,Saudi Arabia,6,3,952.93,5,1,1,511,New Customers,1,Low-Value Occasional
DB-3615,Doug Bickford,Consumer,Zambia,108,4,2756.6000000000004,2,1,2,212,Lost Customers,1,Low-Value Occasional
DB-3660,Duane Benoit,Consumer,Romania,238,3,2207.71,1,1,2,112,Lost Customers,1,Low-Value Occasional
DC-12850,Dan Campbell,Consumer,Australia,42,24,9182.53,3,4,3,343,Loyal Customers,2,Mid-Value Active
DC-13285,Debra Catini,Consumer,Guatemala,19,23,15981.59,4,4,5,445,Champions,0,High-Value Customers
DC-2850,Dan Campbell,Consumer,Canada,35,8,4010.88,3,3,3,333,Loyal Customers,1,Low-Value Occasional
DC-3285,Debra Catini,Consumer,Ghana,393,3,792.38,1,1,1,111,Lost Customers,3,Inactive/Churned
DD-13570,Dorothy Dickinson,Consumer,Italy,78,19,8643.77,2,3,3,233,At Risk,2,Mid-Value Active
DD-3570,Dorothy Dickinson,Consumer,South Africa,64,8,2303.33,2,3,2,232,At Risk,1,Low-Value Occasional
DE-13255,Deanra Eno,Home Office,Guatemala,20,19,10036.27,4,3,4,434,Loyal Customers,2,Mid-Value Active
DE-3255,Deanra Eno,Home Office,Bulgaria,49,7,2672.58,3,2,2,322,Potential Loyalists,1,Low-Value Occasional
DF-13135,David Flashing,Consumer,United Kingdom,10,18,10221.3,5,3,4,534,Loyal Customers,2,Mid-Value Active
DF-3135,David Flashing,Consumer,Democratic Republic of the Congo,44,4,1284.19,3,1,1,311,Others,1,Low-Value Occasional
DG-13300,Deirdre Greer,Corporate,Mexico,31,26,13669.97,3,5,4,354,Loyal Customers,2,Mid-Value Active
DG-3300,Deirdre Greer,Corporate,Mozambique,15,5,2964.09,4,1,2,412,New Customers,1,Low-Value Occasional
DH-13075,Dave Hallsten,Corporate,United States,76,24,14001.86,2,4,4,244,At Risk,2,Mid-Value Active
DH-13675,Duane Huffman,Home Office,United Kingdom,22,16,7770.99,4,3,3,433,Loyal Customers,2,Mid-Value Active
DH-3075,Dave Hallsten,Corporate,Kenya,160,9,1980.69,1,3,2,132,At Risk,1,Low-Value Occasional
DH-3675,Duane Huffman,Home Office,Madagascar,21,12,4618.57,4,3,3,433,Loyal Customers,1,Low-Value Occasional
DJ-13420,Denny Joy,Corporate,Mexico,23,28,22026.93,4,5,5,455,Champions,0,High-Value Customers
DJ-13510,Don Jones,Corporate,United States,7,31,14768.83,5,5,5,555,Champions,0,High-Value Customers
DJ-13630,Doug Jacobs,Consumer,Colombia,13,27,12457.5,5,5,4,554,Champions,2,Mid-Value Active
DJ-3420,Denny Joy,Corporate,Democratic Republic of the Congo,2,3,407.13,5,1,1,511,New Customers,1,Low-Value Occasional
DJ-3510,Don Jones,Corporate,Ukraine,7,6,5963.88,5,2,3,523,New Customers,1,Low-Value Occasional
DJ-3630,Doug Jacobs,Consumer,Egypt,35,5,1287.7199999999998,3,1,1,311,Others,1,Low-Value Occasional
DK-12835,Damala Kotsonis,Corporate,Spain,22,32,17470.84,4,5,5,455,Champions,0,High-Value Customers
DK-12895,Dana Kaydos,Consumer,Indonesia,46,21,18335.45,3,4,5,345,Loyal Customers,0,High-Value Customers
DK-12985,Darren Koutras,Consumer,El Salvador,2,33,14695.93,5,5,5,555,Champions,0,High-Value Customers
DK-13090,Dave Kipp,Consumer,Spain,9,35,19121.4,5,5,5,555,Champions,0,High-Value Customers
DK-13150,David Kendrick,Corporate,Germany,11,22,15945.02,5,4,5,545,Champions,2,Mid-Value Active
DK-13225,Dean Katz,Corporate,United States,2,26,9092.77,5,5,3,553,Loyal Customers,2,Mid-Value Active
DK-13375,Dennis Kane,Consumer,Mexico,5,24,15946.23,5,4,5,545,Champions,0,High-Value Customers
DK-2835,Damala Kotsonis,Corporate,Algeria,22,10,3323.04,4,3,3,433,Loyal Customers,1,Low-Value Occasional
DK-2895,Dana Kaydos,Consumer,Morocco,147,6,1244.25,1,2,1,121,Lost Customers,1,Low-Value Occasional
DK-2985,Darren Koutras,Consumer,Nigeria,1207,1,81.43,1,1,1,111,Lost Customers,3,Inactive/Churned
DK-3090,Dave Kipp,Consumer,Russia,132,2,257.64,2,1,1,211,Lost Customers,1,Low-Value Occasional
DK-3150,David Kendrick,Corporate,Ukraine,58,11,1477.9,2,3,2,232,At Risk,1,Low-Value Occasional
DK-3225,Dean Katz,Corporate,Saudi Arabia,66,8,1407.98,2,3,2,232,At Risk,1,Low-Value Occasional
DK-3375,Dennis Kane,Consumer,Democratic Republic of the Congo,142,9,3822.66,2,3,3,233,At Risk,1,Low-Value Occasional
DL-12865,Dan Lawera,Consumer,Australia,58,31,11084.23,2,5,4,254,At Risk,2,Mid-Value Active
DL-12925,Daniel Lacy,Consumer,Australia,58,21,11228.35,2,4,4,244,At Risk,2,Mid-Value Active
DL-13315,Delfina Latchford,Consumer,United Kingdom,19,26,18473.89,4,5,5,455,Champions,0,High-Value Customers
DL-13330,Denise Leinenbach,Consumer,India,13,34,16738.079999999998,5,5,5,555,Champions,0,High-Value Customers
DL-13495,Dionis Lloyd,Corporate,United States,23,27,15851.55,4,5,5,455,Champions,0,High-Value Customers
DL-2865,Dan Lawera,Consumer,Sudan,203,7,1492.64,1,2,2,122,Lost Customers,1,Low-Value Occasional
DL-2925,Daniel Lacy,Consumer,Saudi Arabia,38,5,750.28,3,1,1,311,Others,1,Low-Value Occasional
DL-3315,Delfina Latchford,Consumer,Russia,48,5,1712.64,3,1,2,312,Potential Loyalists,1,Low-Value Occasional
DL-3330,Denise Leinenbach,Consumer,Iraq,706,3,1159.35,1,1,1,111,Lost Customers,3,Inactive/Churned
DL-3495,Dionis Lloyd,Corporate,Nigeria,283,5,754.87,1,1,1,111,Lost Customers,1,Low-Value Occasional
DM-12955,Dario Medina,Corporate,Guatemala,41,29,19777.4,3,5,5,355,Loyal Customers,0,High-Value Customers
DM-13015,Darrin Martin,Consumer,United States,6,28,15583.38,5,5,5,555,Champions,0,High-Value Customers
DM-13345,Denise Monton,Corporate,India,3,25,17034.19,5,4,5,545,Champions,0,High-Value Customers
DM-13525,Don Miller,Corporate,Germany,36,19,9620.22,3,3,3,333,Loyal Customers,2,Mid-Value Active
DM-2955,Dario Medina,Corporate,Ukraine,13,8,2415.59,5,3,2,532,Potential Loyalists,1,Low-Value Occasional
DM-3015,Darrin Martin,Consumer,Iran,3,4,2060.88,5,1,2,512,New Customers,1,Low-Value Occasional
DM-3345,Denise Monton,Corporate,Turkey,146,6,4966.67,1,2,3,123,Hibernating,1,Low-Value Occasional
DM-3525,Don Miller,Corporate,Canada,322,6,2178.34,1,2,2,122,Lost Customers,3,Inactive/Churned
DN-13690,Duane Noonan,Consumer,Brazil,20,22,13021.79,4,4,4,444,Champions,2,Mid-Value Active
DN-3690,Duane Noonan,Consumer,Canada,13,5,1802.56,5,1,2,512,New Customers,1,Low-Value Occasional
DO-13435,Denny Ordway,Consumer,India,97,26,15071.55,2,5,5,255,At Risk,0,High-Value Customers
DO-13645,Doug O'Connell,Consumer,Barbados,27,22,11750.7,4,4,4,444,Champions,2,Mid-Value Active
DO-3435,Denny Ordway,Consumer,Benin,43,9,3511.7000000000003,3,3,3,333,Loyal Customers,1,Low-Value Occasional
DO-3645,Doug O'Connell,Consumer,Canada,42,5,1684.46,3,1,2,312,Potential Loyalists,1,Low-Value Occasional
DP-13000,Darren Powers,Consumer,Malaysia,62,29,13683.47,2,5,4,254,At Risk,2,Mid-Value Active
DP-13105,Dave Poirier,Corporate,Australia,14,21,18840.16,4,4,5,445,Champions,0,High-Value Customers
DP-13165,David Philippe,Consumer,India,8,24,22203.28,5,4,5,545,Champions,0,High-Value Customers
DP-13390,Dennis Pardue,Home Office,United States,1,24,10211.33,5,4,4,544,Champions,2,Mid-Value Active
DP-3000,Darren Powers,Consumer,Russia,15,7,1984.47,4,2,2,422,New Customers,1,Low-Value Occasional
DP-3105,Dave Poirier,Corporate,Morocco,65,6,6924.97,2,2,3,223,Hibernating,1,Low-Value Occasional
DP-3165,David Philippe,Consumer,Cote d'Ivoire,8,6,1484.83,5,2,2,522,New Customers,1,Low-Value Occasional
DP-3390,Dennis Pardue,Home Office,South Africa,13,6,1313.91,5,2,1,521,New Customers,1,Low-Value Occasional
DR-12880,Dan Reichenbach,Corporate,United States,4,30,14266.45,5,5,5,555,Champions,0,High-Value Customers
DR-12940,Daniel Raglin,Home Office,Australia,28,32,25458.76,4,5,5,455,Champions,0,High-Value Customers
DR-2880,Dan Reichenbach,Corporate,Azerbaijan,5,7,2271.21,5,2,2,522,New Customers,1,Low-Value Occasional
DR-2940,Daniel Raglin,Home Office,Mozambique,40,7,2248.3,3,2,2,322,Potential Loyalists,1,Low-Value Occasional
DS-13030,Darrin Sayre,Home Office,Nicaragua,94,25,11568.06,2,4,4,244,At Risk,2,Mid-Value Active
DS-13180,David Smith,Corporate,Nicaragua,15,29,13355.03,4,5,4,454,Champions,2,Mid-Value Active
DS-3030,Darrin Sayre,Home Office,Belarus,49,5,1624.16,3,1,2,312,Potential Loyalists,1,Low-Value Occasional
